id,action,timestamp,user_id,ticket_id
504,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-03 01:44:11.094052,1.0,76
505,Remark added by Limuel Ongtingco: Sanley resolved the ticket.,2025-11-03 01:45:25.927231,4.0,68
506,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-03 01:45:25.927237,4.0,68
507,Email log added by Limuel Ongtingco.,2025-11-03 01:50:45.438673,4.0,15
508,Remark added by Limuel Ongtingco: Sanley resolved the ticket.,2025-11-03 02:21:55.530569,4.0,37
509,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-03 02:21:55.530575,4.0,37
510,Remark added by Limuel Ongtingco: Sanley resolved the ticket.,2025-11-03 02:23:05.372330,4.0,30
511,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-03 02:23:05.372333,4.0,30
512,Email log added by Limuel Ongtingco.,2025-11-03 02:28:02.607495,4.0,30
513,Email log added by Limuel Ongtingco.,2025-11-03 02:31:00.142400,4.0,43
514,Email log added by Limuel Ongtingco.,2025-11-03 02:35:52.867114,4.0,40
515,Ticket created by Limuel Ongtingco,2025-11-03 02:39:06.061955,1.0,77
516,Ticket auto-assigned to Limuel Ongtingco,2025-11-03 02:39:06.072599,1.0,77
517,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-03 02:39:19.078564,4.0,77
518,Status changed from In Progress to Resolved by Zxakira Napoles.,2025-11-03 02:51:30.336775,3.0,66
519,Status changed from In Progress to Resolved by Zxakira Napoles.,2025-11-03 02:51:39.598775,3.0,16
520,Status changed from In Progress to Resolved by Zxakira Napoles.,2025-11-03 02:51:50.960702,3.0,60
521,RT Ticket Number changed from '1510' to '1511' by Limuel Ongtingco.,2025-11-03 02:52:02.411187,1.0,66
522,Remark added by Limuel Ongtingco: Sanley resolved the ticket,2025-11-03 02:53:41.140374,1.0,66
523,RT Ticket Number '1535' added by Limuel Ongtingco.,2025-11-03 03:05:15.862652,4.0,77
524,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-03 03:05:15.862656,4.0,77
525,Remark added by Limuel Ongtingco: Sanley resolved the ticket.,2025-11-03 03:09:12.082914,4.0,65
526,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-03 03:09:12.082918,4.0,65
527,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-03 03:25:49.840653,1.0,53
528,Ticket created by Limuel Ongtingco,2025-11-03 03:27:44.152637,1.0,78
529,Ticket auto-assigned to Zxakira Napoles,2025-11-03 03:27:44.162883,1.0,78
530,RT Ticket Number '1513' added by Limuel Ongtingco.,2025-11-03 03:28:08.389869,1.0,78
531,Status changed from New to In Progress by Limuel Ongtingco.,2025-11-03 03:28:16.423555,1.0,78
532,Email log added by Limuel Ongtingco.,2025-11-03 03:40:03.201555,1.0,48
533,Email log added by Limuel Ongtingco.,2025-11-03 03:51:07.330941,1.0,45
534,Remark added by Limuel Ongtingco: Ticket has already been resolved. Updated the RT with the latest Bandwidth Monitoring Graph of the client,2025-11-03 04:00:14.960353,1.0,29
535,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-03 04:00:14.960357,1.0,29
536,Email log added by Limuel Ongtingco.,2025-11-03 04:12:41.051542,1.0,23
537,Ticket created by Limuel Ongtingco,2025-11-03 07:26:59.529411,1.0,79
538,Ticket auto-assigned to Zxakira Napoles,2025-11-03 07:26:59.548395,1.0,79
539,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-03 07:27:17.936488,3.0,79
540,RT Ticket Number '1538' added by Limuel Ongtingco.,2025-11-03 07:34:44.316651,1.0,79
541,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-03 07:34:44.316656,1.0,79
542,Ticket created by Limuel Ongtingco,2025-11-03 09:55:46.900069,1.0,80
543,Ticket auto-assigned to Zxakira Napoles,2025-11-03 09:55:46.918425,1.0,80
544,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-03 09:55:51.405250,1.0,80
545,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-03 09:56:01.060392,4.0,80
546,Ticket created by Limuel Ongtingco,2025-11-04 05:42:26.492364,1.0,81
547,Ticket auto-assigned to Zxakira Napoles,2025-11-04 05:42:26.527188,1.0,81
548,Ticket created by Limuel Ongtingco,2025-11-04 05:45:57.753734,1.0,82
549,Ticket auto-assigned to Zxakira Napoles,2025-11-04 05:45:57.782840,1.0,82
550,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-04 05:46:02.459725,1.0,82
551,Email log added by Limuel Ongtingco.,2025-11-04 05:47:32.864175,1.0,82
552,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-04 06:07:28.884523,5.0,82
553,Ticket created by Limuel Ongtingco,2025-11-04 06:11:46.944199,1.0,83
554,Ticket auto-assigned to Zxakira Napoles,2025-11-04 06:11:46.977826,1.0,83
555,Status changed from In Progress to Resolved by Zxakira Napoles.,2025-11-04 06:18:05.036722,3.0,79
556,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-04 06:18:23.262001,3.0,81
557,RT Ticket Number '1540' added by Zxakira Napoles.,2025-11-04 06:25:36.237932,3.0,81
558,Status changed from Open to In Progress by Zxakira Napoles.,2025-11-04 06:25:36.237935,3.0,81
559,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-04 06:25:56.178535,3.0,83
560,Remark added by Zxakira Napoles: reported in NEX NOC tacloban,2025-11-04 06:28:17.071372,3.0,83
561,Status changed from Open to Pending by Zxakira Napoles.,2025-11-04 06:28:17.071377,3.0,83
562,RT Ticket Number '1543' added by Limuel Ongtingco.,2025-11-04 06:45:50.504419,4.0,80
563,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-04 06:45:50.504426,4.0,80
564,Ticket created by Limuel Ongtingco,2025-11-04 07:42:57.417493,1.0,84
565,Ticket auto-assigned to Zxakira Napoles,2025-11-04 07:42:57.444139,1.0,84
566,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-04 07:43:04.214569,1.0,84
567,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-04 07:43:30.292608,4.0,84
568,Ticket created by Limuel Ongtingco,2025-11-04 23:29:05.238657,1.0,85
569,Ticket auto-assigned to Zxakira Napoles,2025-11-04 23:29:05.259700,1.0,85
570,Ticket created by Limuel Ongtingco,2025-11-04 23:29:52.829874,1.0,86
571,Ticket auto-assigned to Zxakira Napoles,2025-11-04 23:29:52.840542,1.0,86
572,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-04 23:29:58.205283,1.0,86
573,Ticket created by Limuel Ongtingco,2025-11-04 23:32:39.737621,1.0,91
574,Ticket auto-assigned to Zxakira Napoles,2025-11-04 23:32:39.756794,1.0,91
575,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-04 23:32:50.360508,1.0,91
576,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-04 23:34:27.388831,3.0,85
577,RT Ticket Number '1545' added by Limuel Ongtingco.,2025-11-04 23:34:30.101176,4.0,84
578,Remark added by Limuel Ongtingco: Already settled his final SOA,2025-11-04 23:34:30.105507,4.0,84
579,Status changed from Open to Resolved by Limuel Ongtingco.,2025-11-04 23:34:30.105510,4.0,84
580,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-04 23:37:21.675431,5.0,91
581,Ticket created by Limuel Ongtingco,2025-11-04 23:39:50.595667,1.0,93
582,Ticket auto-assigned to Zxakira Napoles,2025-11-04 23:39:50.600875,1.0,93
583,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-04 23:40:18.210163,1.0,93
584,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-04 23:41:17.570282,4.0,86
585,RT Ticket Number '1522' added by Limuel Ongtingco.,2025-11-04 23:46:18.173273,4.0,86
586,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-04 23:46:18.173277,4.0,86
587,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-04 23:46:25.716576,4.0,93
588,RT Ticket Number '1547' added by Limuel Ongtingco.,2025-11-04 23:46:47.979168,4.0,93
589,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-04 23:46:47.979173,4.0,93
590,Status changed from Open to In Progress by Sophia Paloma.,2025-11-04 23:52:22.817371,5.0,91
591,Email log added by Limuel Ongtingco.,2025-11-05 00:02:43.295765,4.0,93
592,Email log added by Limuel Ongtingco.,2025-11-05 00:03:17.138329,4.0,93
593,Ticket created by Limuel Ongtingco,2025-11-05 00:18:40.357098,1.0,95
594,Ticket auto-assigned to Zxakira Napoles,2025-11-05 00:18:40.362565,1.0,95
595,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-05 00:18:49.757741,1.0,95
596,RT Ticket Number '1553' added by Limuel Ongtingco.,2025-11-05 00:19:05.614689,1.0,91
597,RT Ticket Number '1548' added by Zxakira Napoles.,2025-11-05 00:19:42.020596,3.0,85
598,Status changed from Open to In Progress by Zxakira Napoles.,2025-11-05 00:19:42.020600,3.0,85
599,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-05 00:50:48.023894,5.0,95
600,Ticket created by Limuel Ongtingco,2025-11-05 01:31:30.333576,1.0,96
601,Ticket auto-assigned to Zxakira Napoles,2025-11-05 01:31:30.347944,1.0,96
602,Ticket created by Limuel Ongtingco,2025-11-05 01:32:00.784357,1.0,97
603,Ticket auto-assigned to Zxakira Napoles,2025-11-05 01:32:00.791409,1.0,97
604,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-05 01:32:05.487896,1.0,97
605,Ticket reassigned from Sophia Paloma to Limuel Ongtingco by Limuel Ongtingco.,2025-11-05 01:32:15.532762,1.0,97
606,RT Ticket Number '1555' added by Limuel Ongtingco.,2025-11-05 01:32:27.847931,1.0,95
607,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-05 01:32:45.060141,4.0,97
608,Ticket created by Limuel Ongtingco,2025-11-05 03:29:39.633788,1.0,98
609,Ticket auto-assigned to Zxakira Napoles,2025-11-05 03:29:39.644935,1.0,98
610,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-05 03:29:45.538985,1.0,98
611,Ticket created by Limuel Ongtingco,2025-11-05 03:30:17.666399,1.0,100
612,Ticket auto-assigned to Zxakira Napoles,2025-11-05 03:30:17.672712,1.0,100
613,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-05 03:30:33.208015,1.0,100
614,Remark added by Limuel Ongtingco: Payment received and verified.,2025-11-05 05:15:04.753447,4.0,77
615,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-05 05:15:04.753453,4.0,77
616,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-05 05:18:42.360843,3.0,96
617,RT Ticket Number '1557' added by Zxakira Napoles.,2025-11-05 05:22:01.004920,3.0,96
618,Status changed from Open to In Progress by Zxakira Napoles.,2025-11-05 05:22:01.004924,3.0,96
619,Remark added by Limuel Ongtingco: Payment verified and received.,2025-11-05 05:23:25.325981,4.0,80
620,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-05 05:23:25.325986,4.0,80
621,Ticket created by Limuel Ongtingco,2025-11-05 06:08:06.212161,1.0,101
622,Ticket auto-assigned to Zxakira Napoles,2025-11-05 06:08:06.321378,1.0,101
623,Ticket created by Limuel Ongtingco,2025-11-05 06:08:31.251765,1.0,102
624,Ticket auto-assigned to Zxakira Napoles,2025-11-05 06:08:31.274613,1.0,102
625,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-05 06:08:41.560766,1.0,102
626,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-05 06:08:52.354722,1.0,101
627,RT Ticket Number '1559' added by Limuel Ongtingco.,2025-11-05 06:09:39.421556,4.0,97
628,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-05 06:09:39.421560,4.0,97
629,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-05 06:09:42.817971,4.0,101
630,Ticket created by Limuel Ongtingco,2025-11-05 08:44:55.986180,1.0,103
631,Ticket auto-assigned to Zxakira Napoles,2025-11-05 08:44:56.080185,1.0,103
632,Email log added by Limuel Ongtingco.,2025-11-05 08:45:43.841646,1.0,103
633,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-05 09:04:21.111570,3.0,103
634,Status changed from New to Pending by Limuel Ongtingco.,2025-11-05 23:26:30.826313,1.0,100
635,Status changed from New to Pending by Limuel Ongtingco.,2025-11-05 23:26:39.499121,1.0,98
636,RT Ticket Number '1562' added by Limuel Ongtingco.,2025-11-05 23:27:17.607479,1.0,101
637,RT Ticket Number '1563' added by Limuel Ongtingco.,2025-11-05 23:27:38.524515,1.0,102
638,Status changed from New to In Progress by Limuel Ongtingco.,2025-11-05 23:27:45.560860,1.0,102
639,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-05 23:27:55.097561,1.0,101
640,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-05 23:28:16.925488,1.0,95
641,Status changed from Pending to Resolved by Limuel Ongtingco.,2025-11-05 23:29:30.654477,1.0,83
642,Status changed from Open to Pending by Limuel Ongtingco.,2025-11-05 23:29:46.410374,1.0,82
643,RT Ticket Number '1565' added by Limuel Ongtingco.,2025-11-05 23:30:31.409137,1.0,103
644,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-05 23:30:34.572139,1.0,103
645,Ticket created by Limuel Ongtingco,2025-11-05 23:35:17.924286,1.0,104
646,Ticket auto-assigned to Zxakira Napoles,2025-11-05 23:35:17.985738,1.0,104
647,Ticket created by Limuel Ongtingco,2025-11-05 23:35:53.686915,1.0,105
648,Ticket auto-assigned to Zxakira Napoles,2025-11-05 23:35:53.696728,1.0,105
649,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-05 23:35:59.736668,1.0,105
650,Ticket created by Limuel Ongtingco,2025-11-05 23:36:47.672936,1.0,106
651,Ticket auto-assigned to Zxakira Napoles,2025-11-05 23:36:47.680984,1.0,106
652,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-05 23:36:53.106752,1.0,106
653,Remark added by Limuel Ongtingco: FOLLOW UP | Repeat Concern Reported,2025-11-05 23:51:34.180747,1.0,11
654,Ticket created by Limuel Ongtingco,2025-11-06 00:11:24.391704,1.0,108
655,Ticket auto-assigned to Zxakira Napoles,2025-11-06 00:11:24.788361,1.0,108
656,Ticket created by Limuel Ongtingco,2025-11-06 00:12:00.909927,1.0,109
657,Ticket auto-assigned to Zxakira Napoles,2025-11-06 00:12:00.914461,1.0,109
658,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-06 00:12:06.224608,1.0,109
659,Ticket created by Limuel Ongtingco,2025-11-06 00:12:39.586991,1.0,110
660,Ticket auto-assigned to Zxakira Napoles,2025-11-06 00:12:39.612615,1.0,110
661,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-06 00:12:44.369815,1.0,110
662,Ticket created by Limuel Ongtingco,2025-11-06 00:13:19.599762,1.0,111
663,Ticket auto-assigned to Zxakira Napoles,2025-11-06 00:13:19.745836,1.0,111
664,Status changed from In Progress to Resolved by Zxakira Napoles.,2025-11-06 00:14:49.212156,3.0,103
665,Status changed from In Progress to Resolved by Zxakira Napoles.,2025-11-06 00:15:03.590948,3.0,96
666,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-06 00:15:10.162738,5.0,105
667,Status changed from In Progress to Resolved by Zxakira Napoles.,2025-11-06 00:15:11.358618,3.0,78
668,Status changed from In Progress to Resolved by Zxakira Napoles.,2025-11-06 00:15:22.544901,3.0,81
669,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-06 00:15:27.879962,3.0,104
670,Ticket created by Limuel Ongtingco,2025-11-06 00:15:55.331638,1.0,112
671,Ticket auto-assigned to Zxakira Napoles,2025-11-06 00:15:55.379859,1.0,112
672,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-06 00:16:00.567104,1.0,112
673,Remark added by Limuel Ongtingco: FOLLOW UP | REPEAT CONCERN REPORTED,2025-11-06 00:17:28.974243,1.0,73
674,Ticket created by Limuel Ongtingco,2025-11-06 00:19:01.454235,1.0,114
675,Ticket auto-assigned to Zxakira Napoles,2025-11-06 00:19:01.460097,1.0,114
676,RT Ticket Number '1567' added by Zxakira Napoles.,2025-11-06 00:19:24.268966,3.0,104
677,Status changed from Open to In Progress by Zxakira Napoles.,2025-11-06 00:19:24.268971,3.0,104
678,Ticket created by Limuel Ongtingco,2025-11-06 00:19:52.372338,1.0,115
679,Ticket auto-assigned to Zxakira Napoles,2025-11-06 00:19:52.396678,1.0,115
680,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-06 00:20:03.530089,3.0,108
681,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-06 00:20:10.464569,1.0,115
682,Ticket created by Limuel Ongtingco,2025-11-06 00:21:42.473152,1.0,116
683,Ticket auto-assigned to Zxakira Napoles,2025-11-06 00:21:42.478610,1.0,116
684,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-06 00:21:47.370243,1.0,116
685,Ticket created by Limuel Ongtingco,2025-11-06 00:22:32.037057,1.0,117
686,Ticket auto-assigned to Zxakira Napoles,2025-11-06 00:22:32.044185,1.0,117
687,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-06 00:22:44.424746,1.0,117
688,RT Ticket Number '1570' added by Zxakira Napoles.,2025-11-06 00:23:03.082335,3.0,108
689,Status changed from Open to In Progress by Zxakira Napoles.,2025-11-06 00:23:03.082340,3.0,108
690,Ticket created by Limuel Ongtingco,2025-11-06 00:23:32.913204,1.0,118
691,Ticket auto-assigned to Zxakira Napoles,2025-11-06 00:23:32.926981,1.0,118
692,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-06 00:23:50.174840,3.0,111
693,Ticket created by Limuel Ongtingco,2025-11-06 00:24:27.042655,1.0,119
694,Ticket auto-assigned to Zxakira Napoles,2025-11-06 00:24:27.077689,1.0,119
695,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-06 00:24:31.800701,1.0,119
696,Status changed from Open to In Progress by Sophia Paloma.,2025-11-06 00:25:17.134101,5.0,105
697,Ticket created by Limuel Ongtingco,2025-11-06 00:25:21.866673,1.0,120
698,Ticket auto-assigned to Zxakira Napoles,2025-11-06 00:25:21.872505,1.0,120
699,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-06 00:25:27.794086,1.0,120
700,RT Ticket Number '1571' added by Sophia Paloma.,2025-11-06 00:25:46.572733,5.0,105
701,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-06 00:25:50.042540,5.0,109
702,Ticket created by Limuel Ongtingco,2025-11-06 00:25:59.501234,1.0,121
703,Ticket auto-assigned to Zxakira Napoles,2025-11-06 00:25:59.514021,1.0,121
704,RT Ticket Number '1573' added by Zxakira Napoles.,2025-11-06 00:26:45.744393,3.0,111
705,Status changed from Open to In Progress by Zxakira Napoles.,2025-11-06 00:26:45.744398,3.0,111
706,Ticket created by Limuel Ongtingco,2025-11-06 00:26:57.796980,1.0,122
707,Ticket auto-assigned to Zxakira Napoles,2025-11-06 00:26:57.805120,1.0,122
708,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-06 00:27:03.682878,1.0,122
709,Ticket created by Limuel Ongtingco,2025-11-06 00:27:49.072941,1.0,123
710,Ticket auto-assigned to Zxakira Napoles,2025-11-06 00:27:49.079592,1.0,123
711,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-06 00:28:08.348428,1.0,123
712,Ticket created by Limuel Ongtingco,2025-11-06 00:28:57.693641,1.0,124
713,Ticket auto-assigned to Zxakira Napoles,2025-11-06 00:28:57.698353,1.0,124
714,RT Ticket Number '1575' added by Sophia Paloma.,2025-11-06 00:29:22.706164,5.0,109
715,Status changed from Open to In Progress by Sophia Paloma.,2025-11-06 00:29:22.706168,5.0,109
716,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-06 00:29:30.822926,5.0,112
717,Remark added by Limuel Ongtingco: FOLLOW UP | REPEAT CONCERN REPORTED,2025-11-06 00:30:53.106536,1.0,56
718,Ticket created by Limuel Ongtingco,2025-11-06 00:31:23.092355,1.0,126
719,Ticket auto-assigned to Zxakira Napoles,2025-11-06 00:31:23.099523,1.0,126
720,Ticket reassigned from Zxakira Napoles to Sophia Paloma by Limuel Ongtingco.,2025-11-06 00:31:29.076231,1.0,126
721,RT Ticket Number '1577' added by Sophia Paloma.,2025-11-06 00:33:23.383903,5.0,112
722,Status changed from Open to In Progress by Sophia Paloma.,2025-11-06 00:33:23.383907,5.0,112
723,Remark added by Limuel Ongtingco: FOLLOW UP | REPEAT CONCERN REPORTED,2025-11-06 00:33:31.724245,1.0,75
724,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-06 00:34:28.731286,5.0,116
725,Ticket created by Limuel Ongtingco,2025-11-06 00:35:37.456684,1.0,129
726,Ticket auto-assigned to Zxakira Napoles,2025-11-06 00:35:37.498171,1.0,129
727,Ticket reassigned from Zxakira Napoles to Limuel Ongtingco by Limuel Ongtingco.,2025-11-06 00:35:42.547092,1.0,129
728,Remark added by Limuel Ongtingco: Ticket has already been resolved in RT.,2025-11-06 00:36:20.146460,1.0,11
729,Status changed from In Progress to Resolved by Limuel Ongtingco.,2025-11-06 00:36:20.146467,1.0,11
730,RT Ticket Number '1579' added by Sophia Paloma.,2025-11-06 00:38:27.001295,5.0,116
731,Status changed from Open to In Progress by Sophia Paloma.,2025-11-06 00:38:27.001299,5.0,116
732,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-06 00:38:31.854989,5.0,119
733,RT Ticket Number '1581' added by Sophia Paloma.,2025-11-06 00:42:16.590085,5.0,119
734,Status changed from Open to In Progress by Sophia Paloma.,2025-11-06 00:42:16.590089,5.0,119
735,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-06 00:42:20.065935,5.0,122
736,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-06 00:44:26.194793,3.0,114
737,RT Ticket Number '1583' added by Sophia Paloma.,2025-11-06 00:45:17.050138,5.0,122
738,Status changed from Open to In Progress by Sophia Paloma.,2025-11-06 00:45:17.050143,5.0,122
739,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-06 00:45:20.150268,5.0,126
740,RT Ticket Number '1586' added by Sophia Paloma.,2025-11-06 00:48:23.719608,5.0,126
741,Status changed from Open to In Progress by Sophia Paloma.,2025-11-06 00:48:23.719614,5.0,126
742,RT Ticket Number '1587' added by Zxakira Napoles.,2025-11-06 00:48:54.074428,3.0,114
743,Status changed from Open to In Progress by Zxakira Napoles.,2025-11-06 00:48:54.074432,3.0,114
744,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-06 00:48:58.590985,3.0,118
745,Ticket created by Limuel Ongtingco,2025-11-06 00:50:59.194944,1.0,130
746,Ticket auto-assigned to Limuel Ongtingco,2025-11-06 00:50:59.199859,1.0,130
747,Ticket reassigned from Limuel Ongtingco to Zxakira Napoles by Limuel Ongtingco.,2025-11-06 00:51:09.052663,1.0,130
748,RT Ticket Number '1589' added by Zxakira Napoles.,2025-11-06 00:51:55.668696,3.0,118
749,Status changed from Open to In Progress by Zxakira Napoles.,2025-11-06 00:51:55.668701,3.0,118
750,Ticket created by Limuel Ongtingco,2025-11-06 00:52:06.782518,1.0,131
751,Ticket auto-assigned to Limuel Ongtingco,2025-11-06 00:52:06.788196,1.0,131
752,Ticket reassigned from Limuel Ongtingco to Sophia Paloma by Limuel Ongtingco.,2025-11-06 00:52:12.469345,1.0,131
753,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-06 00:52:50.691847,3.0,121
754,Ticket created by Limuel Ongtingco,2025-11-06 00:53:28.075822,1.0,133
755,Ticket auto-assigned to Limuel Ongtingco,2025-11-06 00:53:28.095871,1.0,133
756,Ticket created by Limuel Ongtingco,2025-11-06 00:53:55.759545,1.0,134
757,Ticket auto-assigned to Limuel Ongtingco,2025-11-06 00:53:55.775516,1.0,134
758,Ticket reassigned from Limuel Ongtingco to Zxakira Napoles by Limuel Ongtingco.,2025-11-06 00:54:06.240920,1.0,134
759,Ticket created by Limuel Ongtingco,2025-11-06 00:54:52.571318,1.0,135
760,Ticket auto-assigned to Limuel Ongtingco,2025-11-06 00:54:52.646561,1.0,135
761,Ticket reassigned from Limuel Ongtingco to Sophia Paloma by Limuel Ongtingco.,2025-11-06 00:54:58.337375,1.0,135
762,Ticket created by Limuel Ongtingco,2025-11-06 00:57:08.958363,1.0,136
763,Ticket auto-assigned to Limuel Ongtingco,2025-11-06 00:57:08.964028,1.0,136
764,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-06 01:07:28.845997,4.0,106
765,RT Ticket Number '1592' added by Zxakira Napoles.,2025-11-06 01:15:23.656982,3.0,121
766,Status changed from Open to In Progress by Zxakira Napoles.,2025-11-06 01:15:23.656987,3.0,121
767,RT Ticket Number '1593' added by Limuel Ongtingco.,2025-11-06 01:15:37.053831,4.0,106
768,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-06 01:15:37.053835,4.0,106
769,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-06 01:16:00.970571,4.0,110
770,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-06 01:16:25.657717,3.0,124
771,RT Ticket Number '1595' added by Zxakira Napoles.,2025-11-06 01:19:05.029696,3.0,124
772,Status changed from Open to In Progress by Zxakira Napoles.,2025-11-06 01:19:05.029700,3.0,124
773,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-06 01:19:40.590371,3.0,130
774,Remark added by Zxakira Napoles: Updated the Nex-NOC,2025-11-06 01:20:33.464361,3.0,130
775,Status changed from Open to In Progress by Zxakira Napoles.,2025-11-06 01:20:33.464365,3.0,130
776,Ticket status automatically changed to Open by Zxakira Napoles viewing it.,2025-11-06 01:20:36.164145,3.0,134
777,RT Ticket Number '1597' added by Zxakira Napoles.,2025-11-06 01:24:08.836398,3.0,134
778,Status changed from Open to In Progress by Zxakira Napoles.,2025-11-06 01:24:08.836402,3.0,134
779,RT Ticket Number '1599' added by Limuel Ongtingco.,2025-11-06 01:30:07.129475,4.0,110
780,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-06 01:30:07.129479,4.0,110
781,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-06 01:40:28.013681,4.0,115
782,RT Ticket Number '1601' added by Limuel Ongtingco.,2025-11-06 01:48:25.361894,4.0,115
783,Status changed from Open to In Progress by Limuel Ongtingco.,2025-11-06 01:48:25.361898,4.0,115
784,Ticket status automatically changed to Open by Sophia Paloma viewing it.,2025-11-06 01:48:45.327468,5.0,131
785,Ticket status automatically changed to Open by Limuel Ongtingco viewing it.,2025-11-06 01:49:05.975824,4.0,117
